STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/14/2022,,,,,59,",,W",30.01,",,W",29.08,",,W",61,",,W",7.16,",,W",,,,,,,,,,,,,0,",,W,2400",,,80,",,W",68,",,W",90,",,W",0,",,W,2400",0,",,W,2400",63,"H,,S",,,73,",,W",58,",,W",,,,,60,",,W",110,",,W",,,,,,,,,13,",,W",17,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/15/2022,,,,,58,",,W",30.04,",,W",29.12,",,W",63,",,W",5.82,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",45,",,W",90,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,82,",,W",60,",,W",,,,,30,",,W",50,",,W",,,,,,,,,16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/16/2022,,,,,58,",,W",30.1,",,W",29.17,",,W",62,",,W",6.71,",,W",,,,,,,,,,,,,0,",,W,2400",,,69,",,W",42,",,W",90,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,83,",,W",57,",,W",,,,,60,",,W",50,",,W",,,,,,,,,17,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/17/2022,,,,,59,",,W",30.1,",,W",29.18,",,W",63,",,W",3.8,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",42,",,W",96,",,W",0,",,W,2400",0,",,W,2400",70,"H,,S",,,83,",,W",58,",,W",,,,,100,",,W",310,",,W",,,,,,,,,12.1,",,W",17,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/18/2022,,,,,59,",,W",30,",,W",29.08,",,W",63,",,W",3.36,",,W",,,,,,,,,,,,,0,",,W,2400",,,67,",,W",42,",,W",93,",,W",0,",,W,2400",0,",,W,2400",71,"H,,S",,,83,",,W",59,",,W",,,,,240,",,W",270,",,W",,,,,,,,,14.1,",,W",18.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/19/2022,,,,,59,",,W",30,",,W",29.08,",,W",64,",,W",5.59,",,W",,,,,,,,,,,,,0,",,W,2400",,,63,",,W",44,",,W",90,",,W",0,",,W,2400",0,",,W,2400",71,"H,,S",,,84,",,W",60,",,W",,,,,220,",,W",220,",,W",,,,,,,,,16.1,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/20/2022,,,,,63,",,W",30,",,W",29.08,",,W",67,",,W",6.71,",,W",,,,,,,,,,,,,0.79,",,W,2400",,,73,",,W",54,",,W",93,",,W",0,",,W,2400",0,",,W,2400",74,"H,,S",,,83,",,W",64,",,W",,,,,320,",,W",320,",,W",,,,,,,,,25.1,",,W",36,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/21/2022,,,,,64,",,W",29.96,",,W",29.04,",,W",66,",,W",4.03,",,W",,,,,,,,,,,,,0.27,",,W,2400",,,80,",,W",58,",,W",93,",,W",0,",,W,2400",0,",,W,2400",70,"H,,S",,,81,",,W",64,",,W",,,,,40,",,W",40,",,W",,,,,,,,,14.1,",,W",19,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/22/2022,,,,,61,",,W",29.98,",,W",29.06,",,W",65,",,W",5.59,",,W",,,,,,,,,,,,,0,",,W,2400",,,73,",,W",50,",,W",93,",,W",0,",,W,2400",0,",,W,2400",71,"H,,S",,,81,",,W",62,",,W",,,,,280,",,W",290,",,W",,,,,,,,,14.1,",,W",18.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/23/2022,,,,,58,",,W",29.98,",,W",29.06,",,W",63,",,W",3.36,",,W",,,,,,,,,,,,,0,",,W,2400",,,69,",,W",47,",,W",90,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,82,",,W",57,",,W",,,,,290,",,W",350,",,W",,,,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/24/2022,,,,,62,",,W",30.05,",,W",29.13,",,W",66,",,W",2.91,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",48,",,W",93,",,W",0,",,W,2400",0,",,W,2400",73,"H,,S",,,85,",,W",62,",,W",,,,,30,",,W",30,",,W",,,,,,,,,13,",,W",17,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/25/2022,,,,,63,",,W",30,",,W",29.09,",,W",66,",,W",5.59,",,W",,,,,,,,,,,,,0.03,",,W,2400",,,76,",,W",56,",,W",90,",,W",0,",,W,2400",0,",,W,2400",72,"H,,S",,,81,",,W",64,",,W",,,,,220,",,W",230,",,W",,,,,,,,,15,",,W",19.9,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/26/2022,,,,,61,",,W",30.03,",,W",29.08,",,W",64,",,W",5.37,",,W",,,,,,,,,,,,,0,",,W,2400",,,78,",,W",56,",,W",93,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,77,",,W",60,",,W",,,,,350,",,W",340,",,W",,,,,,,,,14.1,",,W",19,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/27/2022,,,,,57,",,W",30.08,",,W",29.16,",,W",62,",,W",4.47,",,W",,,,,,,,,,,,,0,",,W,2400",,,68,",,W",47,",,W",93,",,W",0,",,W,2400",0,",,W,2400",68,"H,,S",,,81,",,W",56,",,W",,,,,150,",,W",170,",,W",,,,,,,,,13,",,W",18.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/28/2022,,,,,65,",,W",29.95,",,W",29.04,",,W",68,",,W",10.51,",,W",,,,,,,,,,,,,0,",,W,2400",,,71,",,W",57,",,W",90,",,W",0,",,W,2400",0,",,W,2400",73,"H,,S",,,86,",,W",60,",,W",,,,,180,",,W",180,",,W",,,,,,,,,19.9,",,W",28,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/29/2022,,,,,68,",,W",29.85,",,W",28.93,",,W",70,",,W",10.74,",,W",,,,,,,,,,,,,0.34,",,W,2400",,,85,",,W",71,",,W",93,",,W",0,",,W,2400",0,",,W,2400",77,"H,,S",,,86,",,W",67,",,W",,,,,300,",,W",300,",,W",,,,,,,,,35.1,",,W",51,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/30/2022,,,,,61,",,W",29.86,",,W",28.94,",,W",65,",,W",12.97,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,71,",,W",50,",,W",87,",,W",0,",,W,2400",0,",,W,2400",71,"H,,S",,,78,",,W",62,",,W",,,,,270,",,W",260,",,W",,,,,,,,,23,",,W",33.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,8/31/2022,,,,,58,",,W",29.94,",,W",29.02,",,W",63,",,W",10.29,",,W",,,,,,,,,,,,,0,",,W,2400",,,64,",,W",42,",,W",87,",,W",0,",,W,2400",0,",,W,2400",70,"H,,S",,,81,",,W",60,",,W",,,,,260,",,W",280,",,W",,,,,,,,,21.9,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/1/2022,,,,,59,",,W",30.03,",,W",29.1,",,W",64,",,W",2.68,",,W",,,,,,,,,,,,,0,",,W,2400",,,64,",,W",38,",,W",96,",,W",0,",,W,2400",0,",,W,2400",72,"H,,S",,,86,",,W",56,",,W",,,,,180,",,W",,,,,,,,,,,6.9,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/2/2022,,,,,65,",,W",30.07,",,W",29.15,",,W",68,",,W",7.83,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",55,",,W",84,",,W",0,",,W,2400",0,",,W,2400",75,"H,,S",,,84,",,W",66,",,W",,,,,170,",,W",200,",,W",,,,,,,,,16.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/3/2022,,,,,65,",,W",30.1,",,W",29.17,",,W",69,",,W",6.04,",,W",,,,,,,,,,,,,0.57,",,W,2400",,,74,",,W",51,",,W",91,",,W",0,",,W,2400",0,",,W,2400",76,"H,,S",,,87,",,W",66,",,W",,,,,360,",,W",10,",,W",,,,,,,,,18.1,",,W",27.1,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/4/2022,,,,,59,",,W",30.14,",,W",29.21,",,W",61,",,W",9.62,",,W",,,,,,,,,,,,,0,",,W,2400",,,84,",,W",76,",,W",97,",,W",0,",,W,2400",0,",,W,2400",67,"H,,S",,,68,",,W",61,",,W",,,,,40,",,W",30,",,W",,,,,,,,,16.1,",,W",21.9,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/5/2022,,,,,61,",,W",30.11,",,W",29.17,",,W",63,",,W",6.71,",,W",,,,,,,,,,,,,0,",,W,2400",,,86,",,W",74,",,W",93,",,W",0,",,W,2400",0,",,W,2400",64,"H,,S",,,73,",,W",58,",,W",,,,,30,",,W",50,",,W",,,,,,,,,14.1,",,W",17,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/6/2022,,,,,61,",,W",30.13,",,W",29.2,",,W",63,",,W",2.68,",,W",,,,,,,,,,,,,0,",,W,2400",,,83,",,W",69,",,W",96,",,W",0,",,W,2400",0,",,W,2400",67,"H,,S",,,75,",,W",61,",,W",,,,,310,",,W",40,",,W",,,,,,,,,8.1,",,W",16.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/7/2022,,,,,55,",,W",30.11,",,W",29.18,",,W",59,",,W",2.91,",,W",,,,,,,,,,,,,0,",,W,2400",,,72,",,W",45,",,W",93,",,W",0,",,W,2400",0,",,W,2400",65,"H,,S",,,77,",,W",54,",,W",,,,,320,",,W",40,",,W",,,,,,,,,12.1,",,W",18.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/8/2022,,,,,57,",,W",29.99,",,W",29.08,",,W",61,",,W",1.34,",,W",,,,,,,,,,,,,0,",,W,2400",,,71,",,W",45,",,W",93,",,W",0,",,W,2400",0,",,W,2400",66,"H,,S",,,82,",,W",53,",,W",,,,,290,",,W",280,",,W",,,,,,,,,8.1,",,W",12.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/9/2022,,,,,58,",,W",29.99,",,W",29.05,",,W",63,",,W",5.37,",,W",,,,,,,,,,,,,0,",,W,2400",,,67,",,W",49,",,W",90,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,81,",,W",56,",,W",,,,,220,",,W",210,",,W",,,,,,,,,15,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/10/2022,,,,,64,",,W",30.04,",,W",29.11,",,W",68,",,W",6.93,",,W",,,,,,,,,,,,,0,",,W,2400",,,71,",,W",45,",,W",93,",,W",0,",,W,2400",0,",,W,2400",74,"H,,S",,,86,",,W",65,",,W",,,,,220,",,W",220,",,W",,,,,,,,,17,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/11/2022,,,,,66,",,W",29.92,",,W",29.02,",,W",67,",,W",5.37,",,W",,,,,,,,,,,,,0.22,",,W,2400",,,87,",,W",78,",,W",90,",,W",0,",,W,2400",0,",,W,2400",71,"H,,S",,,73,",,W",65,",,W",,,,,240,",,W",200,",,W",,,,,,,,,17,",,W",25.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/12/2022,,,,,53,",,W",29.8,",,W",28.87,",,W",57,",,W",7.16,",,W",,,,,,,,,,,,,0,",,W,2400",,,76,",,W",58,",,W",93,",,W",0,",,W,2400",0,",,W,2400",64,"H,,S",,,67,",,W",51,",,W",,,,,210,",,W",200,",,W",,,,,,,,,19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/13/2022,,,,,54,",,W",29.86,",,W",28.91,",,W",57,",,W",4.47,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,78,",,W",57,",,W",97,",,W",0,",,W,2400",0,",,W,2400",59,"H,,S",,,72,",,W",47,",,W",,,,,270,",,W",270,",,W",,,,,,,,,14.1,",,W",18.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/14/2022,,,,,60,",,W",30.11,",,W",29.15,",,W",62,",,W",4.25,",,W",,,,,,,,,,,,,0,",,W,2400",,,80,",,W",60,",,W",93,",,W",0,",,W,2400",0,",,W,2400",67,"H,,S",,,77,",,W",55,",,W",,,,,340,",,W",340,",,W",,,,,,,,,12.1,",,W",16.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/15/2022,,,,,57,",,W",30.23,",,W",29.29,",,W",60,",,W",5.82,",,W",,,,,,,,,,,,,0,",,W,2400",,,76,",,W",56,",,W",90,",,W",0,",,W,2400",0,",,W,2400",65,"H,,S",,,77,",,W",54,",,W",,,,,140,",,W",180,",,W",,,,,,,,,13,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/16/2022,,,,,61,",,W",30.15,",,W",29.23,",,W",64,",,W",5.37,",,W",,,,,,,,,,,,,0,",,W,2400",,,75,",,W",54,",,W",93,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,81,",,W",59,",,W",,,,,200,",,W",200,",,W",,,,,,,,,13,",,W",17,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/17/2022,,,,,61,",,W",30.06,",,W",29.15,",,W",65,",,W",7.61,",,W",,,,,,,,,,,,,0,",,W,2400",,,68,",,W",49,",,W",90,",,W",0,",,W,2400",0,",,W,2400",72,"H,,S",,,85,",,W",62,",,W",,,,,230,",,W",240,",,W",,,,,,,,,18.1,",,W",25.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/18/2022,,,,,63,",,W",29.94,",,W",29.03,",,W",67,",,W",8.95,",,W",,,,,,,,,,,,,0.11,",,W,2400",,,70,",,W",55,",,W",91,",,W",0,",,W,2400",0,",,W,2400",74,"H,,S",,,82,",,W",67,",,W",,,,,230,",,W",220,",,W",,,,,,,,,17,",,W",28,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/19/2022,,,,,59,",,W",29.93,",,W",29,",,W",64,",,W",6.49,",,W",,,,,,,,,,,,,0,",,W,2400",,,69,",,W",42,",,W",87,",,W",0,",,W,2400",0,",,W,2400",72,"H,,S",,,80,",,W",59,",,W",,,,,320,",,W",310,",,W",,,,,,,,,17,",,W",23.9,",,W",,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/20/2022,,,,,59,",,W",29.99,",,W",29.08,",,W",61,",,W",6.71,",,W",,,,,,,,,,,,,0.93,",,W,2400",,,82,",,W",61,",,W",93,",,W",0,",,W,2400",0,",,W,2400",64,"H,,S",,,73,",,W",55,",,W",,,,,330,",,W",320,",,W",,,,,,,,,25.9,",,W",38.9,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/21/2022,,,,,61,",,W",29.81,",,W",28.9,",,W",65,",,W",11.63,",,W",,,,,,,,,,,,,0.12,",,W,2400",,,71,",,W",54,",,W",85,",,W",0,",,W,2400",0,",,W,2400",72,"H,,S",,,83,",,W",59,",,W",,,,,280,",,W",240,",,W",,,,,,,,,21,",,W",28,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/22/2022,,,,,42,",,W",30.07,",,W",29.09,",,W",49,",,W",10.29,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,64,",,W",48,",,W",78,",,W",0,",,W,2400",0,",,W,2400",59,"H,,S",,,63,",,W",45,",,W",,,,,320,",,W",320,",,W",,,,,,,,,23.9,",,W",35.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/23/2022,,,,,41,",,W",30.22,",,W",29.27,",,W",47,",,W",2.46,",,W",,,,,,,,,,,,,0,",,W,2400",,,69,",,W",40,",,W",93,",,W",0,",,W,2400",0,",,W,2400",51,"H,,S",,,65,",,W",39,",,W",,,,,70,",,W",110,",,W",,,,,,,,,8.1,",,W",12.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/24/2022,,,,,50,",,W",29.93,",,W",29.03,",,W",53,",,W",4.25,",,W",,,,,,,,,,,,,0.03,",,W,2400",,,78,",,W",67,",,W",90,",,W",0,",,W,2400",0,",,W,2400",56,"H,,S",,,63,",,W",52,",,W",,,,,200,",,W",220,",,W",,,,,,,,,12.1,",,W",17,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/25/2022,,,,,53,",,W",29.67,",,W",28.75,",,W",55,",,W",6.04,",,W",,,,,,,,,,,,,0.1,",,W,2400",,,86,",,W",75,",,W",93,",,W",0,",,W,2400",0,",,W,2400",58,"H,,S",,,64,",,W",54,",,W",,,,,330,",,W",340,",,W",,,,,,,,,16.1,",,W",25.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/26/2022,,,,,48,",,W",29.73,",,W",28.77,",,W",51,",,W",14.09,",,W",,,,,,,,,,,,,0.07,",,W,2400",,,83,",,W",67,",,W",89,",,W",0,",,W,2400",0,",,W,2400",54,"H,,S",,,60,",,W",50,",,W",,,,,270,",,W",280,",,W",,,,,,,,,25.1,",,W",35.1,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/27/2022,,,,,45,",,W",29.99,",,W",29.02,",,W",48,",,W",10.29,",,W",,,,,,,,,,,,,0.02,",,W,2400",,,81,",,W",53,",,W",93,",,W",0,",,W,2400",0,",,W,2400",52,"H,,S",,,60,",,W",47,",,W",,,,,290,",,W",310,",,W",,,,,,,,,21,",,W",27.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/28/2022,,,,,43,",,W",30.4,",,W",29.41,",,W",47,",,W",6.71,",,W",,,,,,,,,,,,,0,",,W,2400",,,75,",,W",62,",,W",86,",,W",0,",,W,2400",0,",,W,2400",50,"H,,S",,,56,",,W",46,",,W",,,,,330,",,W",330,",,W",,,,,,,,,14.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/29/2022,,,,,42,",,W",30.49,",,W",29.54,",,W",47,",,W",2.01,",,W",,,,,,,,,,,,,0,",,W,2400",,,69,",,W",46,",,W",89,",,W",0,",,W,2400",0,",,W,2400",53,"H,,S",,,62,",,W",43,",,W",,,,,20,",,W",20,",,W",,,,,,,,,10.1,",,W",13,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,9/30/2022,,,,,42,",,W",30.31,",,W",29.36,",,W",47,",,W",3.13,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",43,",,W",93,",,W",0,",,W,2400",0,",,W,2400",51,"H,,S",,,67,",,W",38,",,W",,,,,50,",,W",30,",,W",,,,,,,,,10.1,",,W",15,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,10/1/2022,,,,,48,",,W",30.17,",,W",29.26,",,W",53,",,W",7.61,",,W",,,,,,,,,,,,,0,",,W,2400",,,70,",,W",42,",,W",93,",,W",0,",,W,2400",0,",,W,2400",55,"H,,S",,,70,",,W",42,",,W",,,,,30,",,W",30,",,W",,,,,,,,,21,",,W",30,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
